Date	ID-Product	Units	Revenue Discount	Net Cost Equivalent COGS
12/14/2017	Q-30-17	144	0.575	0.92
12/9/2017	C-30-5	138	0.575	0.97
12/15/2017	CY-60-6	113	0.55	0.92
6/9/2017	BK-40-2	2	0.02	1.01
5/29/2017	JB-50-14	4	0.04	1.01
4/15/2017	CB-10-7	96	0.5	0.98
11/29/2017	GY-60-13	9	0.05	1.02
6/4/2017	DS-50-8	7	0.05	1
12/18/2017	CB-10-7	2	0.02	1.01
12/15/2017	D-30-11	1	0	1.02
12/17/2017	Y-10-20	2	0.02	1.03
5/13/2017	S-30-18	132	0.575	0.94
11/19/2017	BWK-20-4	108	0.55	0.94
8/24/2017	FK-20-10	60	0.4375	0.97
12/7/2017	TK-40-19	83	0.5	0.98
11/10/2017	B-30-3	145	0.575	0.94
5/13/2017	C-30-5	72	0.4375	0.99
12/21/2017	JB-50-14	114	0.55	0.99
6/17/2017	D-30-11	3	0.03	1.03
11/20/2017	Q-30-17	96	0.5	0.94
11/29/2017	C-30-5	4	0.04	1.03
10/6/2017	B-30-3	2	0.02	1.03
7/16/2017	C-30-5	96	0.5	0.99
12/17/2017	Q-30-17	27	0.3225	1.02
11/19/2017	MB-30-16	142	0.575	0.96
4/29/2017	MB-30-16	111	0.55	0.93
5/13/2017	Q-30-17	84	0.5	0.98
7/23/2017	EK-40-9	2	0.02	1
12/2/2017	D-30-11	28	0.3225	1
12/1/2017	MB-30-16	2	0.02	1.01
3/4/2017	EK-40-9	10	0.12	1.01
7/10/2017	C-30-5	24	0.225	1.01
7/26/2017	JB-50-14	3	0.03	0.99
5/30/2017	S-30-18	108	0.55	0.96
12/22/2017	MB-30-16	2	0.02	0.99
2/20/2017	S-30-18	9	0.05	1
5/14/2017	C-30-5	48	0.4375	0.99
11/16/2017	JS-50-15	1	0	1.02
11/13/2017	C-30-5	2	0.02	0.99
9/21/2017	C-30-5	120	0.575	0.94
6/30/2017	S-30-18	85	0.5	1.01
12/20/2017	JB-50-14	108	0.55	0.95
6/2/2017	S-30-18	149	0.575	0.93
12/21/2017	MB-30-16	1	0	1.02
12/17/2017	MB-30-16	12	0.12	0.99
3/17/2017	CB-10-7	88	0.5	0.96
5/21/2017	BWK-20-4	4	0.04	1.01
5/18/2017	GY-60-12	48	0.4375	1
12/22/2017	Q-30-17	2	0.02	1.01
11/23/2017	EK-40-9	84	0.5	0.96
11/28/2017	MB-30-16	24	0.225	1.03
12/19/2017	JB-50-14	68	0.4375	0.98
6/19/2017	C-30-5	4	0.04	0.99
11/24/2017	TK-40-19	120	0.575	0.98
12/20/2017	JB-50-14	3	0.03	1
5/14/2017	DS-50-8	84	0.5	0.97
12/22/2017	FK-20-10	8	0.05	1
7/2/2017	CB-10-7	10	0.12	0.99
11/26/2017	Q-30-17	9	0.05	1.03
12/9/2017	JB-50-14	36	0.4375	1
2/28/2017	EK-40-9	2	0.02	0.99
12/4/2017	MB-30-16	11	0.12	1
12/7/2017	BK-40-2	4	0.04	1.03
12/23/2017	CY-60-6	4	0.04	1.02
11/29/2017	JB-50-14	1	0	1.02
5/11/2017	BK-40-2	1	0	1
6/29/2017	Q-30-17	2	0.02	1.02
11/8/2017	CB-10-7	24	0.225	1.02
11/22/2017	C-30-5	2	0.02	0.99
11/16/2017	CB-10-7	48	0.4375	1.01
12/14/2017	GY-60-13	152	0.575	0.92
11/12/2017	S-30-18	2	0.02	0.99
11/29/2017	FK-20-10	24	0.225	1.01
11/29/2017	A-10-1	4	0.04	1.01
12/4/2017	DS-50-8	86	0.5	1.01
12/2/2017	BK-40-2	11	0.12	1.03
12/17/2017	JB-50-14	1	0	1.02
12/9/2017	MB-30-16	1	0	1.03
12/23/2017	D-30-11	99	0.5	1.02
3/14/2017	EK-40-9	9	0.05	0.99
4/23/2017	DS-50-8	51	0.4375	0.98
8/25/2017	CY-60-6	120	0.575	0.96
12/5/2017	S-30-18	2	0.02	1.02
7/17/2017	D-30-11	9	0.05	0.99
12/11/2017	Y-10-20	108	0.55	0.95
2/27/2017	JB-50-14	132	0.575	0.95
12/18/2017	JS-50-15	87	0.5	0.99
12/17/2017	CB-10-7	2	0.02	1.02
11/29/2017	JB-50-14	2	0.02	1.01
11/27/2017	GY-60-12	1	0	1.02
8/5/2017	C-30-5	14	0.12	0.99
5/16/2017	B-30-3	108	0.55	0.97
4/12/2017	GY-60-12	9	0.05	0.99
12/19/2017	BWK-20-4	9	0.05	1
1/4/2017	BK-40-2	72	0.4375	0.99
4/7/2017	C-30-5	84	0.5	0.97
2/25/2017	Q-30-17	48	0.4375	0.99
7/25/2017	MB-30-16	2	0.02	1.03
12/26/2017	JS-50-15	2	0.02	1.02
12/10/2017	DS-50-8	12	0.12	1.03
5/26/2017	MB-30-16	1	0	1
4/14/2017	CY-60-6	132	0.575	0.96
12/7/2017	MB-30-16	12	0.12	0.99
12/17/2017	Y-10-20	2	0.02	0.99
12/6/2017	BK-40-2	2	0.02	1.03
12/11/2017	JB-50-14	3	0.03	0.99
3/15/2017	CY-60-6	1	0	1
7/3/2017	A-10-1	144	0.575	0.9
11/18/2017	BK-40-2	108	0.55	0.95
7/26/2017	Y-10-20	84	0.5	1.01
12/21/2017	C-30-5	11	0.12	1
12/23/2017	Q-30-17	3	0.03	1.01
12/16/2017	Q-30-17	2	0.02	1
12/2/2017	MB-30-16	2	0.02	1.03
8/27/2017	Y-10-20	3	0.03	1.01
12/15/2017	CY-60-6	68	0.4375	0.94
12/13/2017	BK-40-2	1	0	1.01
12/13/2017	S-30-18	7	0.05	1.03
6/16/2017	BK-40-2	117	0.55	0.93
12/15/2017	BWK-20-4	8	0.05	1.02
9/14/2017	Y-10-20	96	0.5	0.99
3/23/2017	BK-40-2	10	0.12	1.03
6/30/2017	A-10-1	49	0.4375	0.99
5/10/2017	Q-30-17	2	0.02	0.99
11/20/2017	FK-20-10	1	0	1
12/24/2017	S-30-18	2	0.02	1.02
11/21/2017	C-30-5	1	0	1
1/26/2017	Q-30-17	48	0.4375	0.98
5/3/2017	BK-40-2	2	0.02	0.99
11/24/2017	JS-50-15	24	0.225	0.99
11/27/2017	MB-30-16	1	0	1.03
12/4/2017	C-30-5	10	0.12	1.03
12/20/2017	EK-40-9	2	0.02	0.99
8/14/2017	EK-40-9	1	0	1
12/13/2017	BK-40-2	4	0.04	1.02
9/26/2017	MB-30-16	13	0.12	1
11/18/2017	BK-40-2	11	0.12	1
6/18/2017	EK-40-9	120	0.575	0.95
7/21/2017	BK-40-2	2	0.02	1.02
12/9/2017	C-30-5	3	0.03	0.99
6/2/2017	D-30-11	2	0.02	1
9/29/2017	DS-50-8	2	0.02	1.03
12/17/2017	EK-40-9	39	0.4375	1
12/13/2017	CB-10-7	127	0.575	0.94
10/8/2017	JB-50-14	108	0.55	0.97
12/6/2017	BK-40-2	6	0.05	1.03
7/11/2017	C-30-5	1	0	1.01
2/23/2017	DS-50-8	72	0.4375	0.96
6/6/2017	Y-10-20	10	0.12	1.03
5/27/2017	BK-40-2	4	0.04	1.02
12/16/2017	JB-50-14	4	0.04	0.99
6/15/2017	BK-40-2	20	0.225	1.02
2/22/2017	Y-10-20	1	0	1.01
12/3/2017	DS-50-8	24	0.225	0.99
12/13/2017	JB-50-14	60	0.4375	1
6/30/2017	MB-30-16	84	0.5	0.95
11/28/2017	Q-30-17	4	0.04	1
12/16/2017	DS-50-8	122	0.575	0.97
12/1/2017	C-30-5	2	0.02	0.99
12/18/2017	Y-10-20	10	0.12	1
12/16/2017	C-30-5	142	0.575	0.93
6/16/2017	JB-50-14	10	0.12	1.03
11/29/2017	S-30-18	120	0.575	0.93
5/20/2017	EK-40-9	3	0.03	1.03
11/30/2017	C-30-5	26	0.3225	1.01
11/28/2017	MB-30-16	8	0.05	0.99
11/30/2017	DS-50-8	1	0	0.99
11/27/2017	DS-50-8	7	0.05	1
5/9/2017	DS-50-8	26	0.3225	0.98
4/20/2017	EK-40-9	34	0.3225	0.98
12/10/2017	D-30-11	67	0.4375	0.97
12/3/2017	Q-30-17	53	0.4375	0.98
12/16/2017	Q-30-17	11	0.12	0.99
11/15/2017	Y-10-20	48	0.4375	1.01
12/8/2017	JB-50-14	3	0.03	1.03
12/14/2017	MB-30-16	96	0.5	0.96
12/5/2017	D-30-11	8	0.05	1.03
12/19/2017	BK-40-2	5	0.05	1.03
5/12/2017	C-30-5	1	0	1.03
9/14/2017	EK-40-9	1	0	0.99
6/1/2017	BK-40-2	36	0.4375	1.01
12/19/2017	EK-40-9	147	0.575	0.88
4/24/2017	A-10-1	8	0.05	1.03
6/1/2017	C-30-5	60	0.4375	0.99
12/11/2017	C-30-5	11	0.12	1
5/4/2017	D-30-11	36	0.4375	1.03
5/12/2017	B-30-3	61	0.4375	0.96
2/2/2017	Q-30-17	1	0	1
4/30/2017	JB-50-14	108	0.55	0.93
12/14/2017	C-30-5	3	0.03	1
7/25/2017	CB-10-7	3	0.03	1.02
5/24/2017	D-30-11	10	0.12	1.01
5/3/2017	EK-40-9	143	0.575	0.95
11/19/2017	EK-40-9	2	0.02	1.02
12/10/2017	MB-30-16	8	0.05	1.02
3/18/2017	Q-30-17	108	0.55	0.93
5/30/2017	D-30-11	57	0.4375	0.97
12/19/2017	D-30-11	2	0.02	1.02
11/27/2017	Y-10-20	153	0.575	0.92
6/24/2017	A-10-1	72	0.4375	0.97
8/22/2017	BK-40-2	9	0.05	1
11/16/2017	MB-30-16	9	0.05	1.03
11/12/2017	CB-10-7	10	0.12	1
12/13/2017	DS-50-8	2	0.02	1.03
12/19/2017	Q-30-17	30	0.3225	1.03
8/9/2017	DS-50-8	7	0.05	1.02
12/15/2017	S-30-18	2	0.02	1.01
8/28/2017	BK-40-2	100	0.55	0.92
12/16/2017	GY-60-12	3	0.03	1.03
11/20/2017	D-30-11	118	0.55	0.97
11/28/2017	JB-50-14	1	0	1.03
11/26/2017	BK-40-2	11	0.12	1.02
11/28/2017	Y-10-20	4	0.04	0.99
12/2/2017	Q-30-17	34	0.3225	0.97
10/18/2017	Q-30-17	8	0.05	1.01
1/9/2017	D-30-11	84	0.5	0.99
11/30/2017	B-30-3	59	0.4375	0.98
10/23/2017	JB-50-14	88	0.5	0.96
8/21/2017	JB-50-14	120	0.575	0.97
12/20/2017	C-30-5	4	0.04	0.99
11/28/2017	Y-10-20	152	0.575	0.93
12/13/2017	CB-10-7	4	0.04	0.99
11/16/2017	TK-40-19	120	0.575	0.95
11/29/2017	BK-40-2	13	0.12	1.03
5/7/2017	Y-10-20	2	0.02	1.03
11/20/2017	BK-40-2	12	0.12	0.99
11/27/2017	BK-40-2	144	0.575	0.9
11/27/2017	BK-40-2	1	0	0.99
11/14/2017	C-30-5	5	0.05	1.03
5/6/2017	GY-60-13	151	0.575	0.94
11/15/2017	JB-50-14	84	0.5	0.95
1/24/2017	JB-50-14	2	0.02	1
5/11/2017	TK-40-19	1	0	0.99
12/24/2017	BWK-20-4	1	0	0.99
11/17/2017	Y-10-20	1	0	1.03
11/17/2017	B-30-3	6	0.05	1.01
5/11/2017	C-30-5	7	0.05	1.02
12/20/2017	CY-60-6	126	0.575	0.92
5/9/2017	DS-50-8	120	0.575	0.97
12/22/2017	BK-40-2	39	0.4375	0.99
5/3/2017	BWK-20-4	2	0.02	1.02
8/7/2017	GY-60-12	9	0.05	1.02
12/29/2017	Q-30-17	1	0	0.99
12/3/2017	BK-40-2	4	0.04	1.02
6/21/2017	D-30-11	2	0.02	1.01
12/2/2017	MB-30-16	82	0.5	0.98
4/4/2017	D-30-11	84	0.5	0.95
7/10/2017	Q-30-17	2	0.02	1
4/12/2017	JS-50-15	48	0.4375	1.01
4/24/2017	BWK-20-4	2	0.02	0.99
11/29/2017	D-30-11	108	0.55	0.95
12/8/2017	BWK-20-4	72	0.4375	0.99
12/18/2017	EK-40-9	2	0.02	0.99
12/21/2017	S-30-18	2	0.02	0.99
4/28/2017	JB-50-14	1	0	1.02
6/9/2017	D-30-11	9	0.05	0.99
12/4/2017	BK-40-2	2	0.02	1.01
1/2/2017	Y-10-20	2	0.02	1.03
12/18/2017	Y-10-20	144	0.575	0.92
12/3/2017	Q-30-17	143	0.575	0.94
1/18/2017	DS-50-8	8	0.05	1
8/2/2017	BK-40-2	108	0.55	0.93
5/29/2017	Q-30-17	108	0.55	0.95
11/19/2017	TK-40-19	1	0	1.01
11/29/2017	BK-40-2	66	0.4375	0.94
12/6/2017	BK-40-2	1	0	1
12/4/2017	BK-40-2	120	0.575	0.96
8/11/2017	GY-60-13	32	0.3225	0.99
7/27/2017	Y-10-20	1	0	0.99
12/9/2017	BK-40-2	52	0.4375	0.97
5/16/2017	CY-60-6	7	0.05	1
6/20/2017	Q-30-17	72	0.4375	1.01
8/3/2017	MB-30-16	2	0.02	1.01
1/14/2017	C-30-5	57	0.4375	0.95
8/9/2017	EK-40-9	1	0	1.02
5/26/2017	BK-40-2	2	0.02	1.03
12/6/2017	C-30-5	1	0	1
10/9/2017	GY-60-12	1	0	0.99
12/13/2017	S-30-18	81	0.5	0.98
12/21/2017	DS-50-8	2	0.02	1
12/7/2017	C-30-5	4	0.04	1.02
11/17/2017	B-30-3	1	0	1.02
11/25/2017	GY-60-12	3	0.03	1.02
12/4/2017	EK-40-9	3	0.03	1.01
12/22/2017	C-30-5	96	0.5	0.96
12/15/2017	C-30-5	54	0.4375	0.99
2/22/2017	CY-60-6	2	0.02	1.03
12/12/2017	MB-30-16	9	0.05	0.99
11/26/2017	Y-10-20	1	0	1.02
12/8/2017	BK-40-2	120	0.575	0.92
8/11/2017	Q-30-17	11	0.12	1
12/9/2017	BWK-20-4	4	0.04	0.99
12/4/2017	D-30-11	4	0.04	1.03
6/24/2017	TK-40-19	2	0.02	0.99
12/24/2017	BK-40-2	3	0.03	1.03
4/5/2017	EK-40-9	9	0.05	1.02
11/30/2017	C-30-5	13	0.12	1.01
12/10/2017	D-30-11	48	0.4375	1
10/9/2017	S-30-18	37	0.4375	0.99
2/19/2017	CY-60-6	10	0.12	1.02
11/21/2017	D-30-11	157	0.575	0.95
10/27/2017	BK-40-2	132	0.575	0.91
12/12/2017	BK-40-2	40	0.4375	1
12/5/2017	S-30-18	11	0.12	1.01
8/13/2017	BK-40-2	63	0.4375	0.96
1/6/2017	EK-40-9	156	0.575	0.94
12/18/2017	Q-30-17	93	0.5	0.95
7/12/2017	JS-50-15	10	0.12	0.99
1/23/2017	S-30-18	36	0.4375	1
12/2/2017	D-30-11	112	0.55	0.96
12/14/2017	MB-30-16	1	0	1.02
12/17/2017	C-30-5	108	0.55	0.94
1/15/2017	Y-10-20	9	0.05	1
1/10/2017	Q-30-17	84	0.5	1.01
12/24/2017	JB-50-14	1	0	1.02
6/15/2017	Y-10-20	4	0.04	1.02
12/5/2017	EK-40-9	3	0.03	1.03
7/27/2017	D-30-11	1	0	0.99
12/14/2017	JB-50-14	84	0.5	0.95
11/17/2017	BWK-20-4	84	0.5	1
7/14/2017	D-30-11	8	0.05	1
12/20/2017	Y-10-20	95	0.5	0.98
12/18/2017	FK-20-10	1	0	1.01
12/10/2017	JS-50-15	7	0.05	1.01
5/5/2017	BK-40-2	2	0.02	1.02
12/24/2017	C-30-5	1	0	1.01
5/9/2017	BK-40-2	10	0.12	1
11/29/2017	S-30-18	92	0.5	0.94
8/4/2017	BK-40-2	19	0.225	1.01
6/13/2017	S-30-18	1	0	0.99
5/17/2017	D-30-11	2	0.02	1.02
12/8/2017	S-30-18	1	0	1.02
6/22/2017	S-30-18	8	0.05	1.02
11/30/2017	BK-40-2	13	0.12	0.99
12/8/2017	Q-30-17	9	0.05	1.02
12/15/2017	BK-40-2	2	0.02	1.03
12/4/2017	GY-60-13	10	0.12	1
4/17/2017	DS-50-8	3	0.03	0.99
4/29/2017	MB-30-16	140	0.575	0.9
7/29/2017	DS-50-8	72	0.4375	0.93
11/29/2017	MB-30-16	4	0.04	1.01
12/2/2017	Y-10-20	1	0	1.03
6/23/2017	D-30-11	3	0.03	0.99
12/16/2017	Q-30-17	2	0.02	1
11/23/2017	GY-60-12	30	0.3225	1
11/27/2017	BK-40-2	1	0	1.02
11/26/2017	BK-40-2	100	0.55	0.94
12/15/2017	Y-10-20	3	0.03	0.99
11/29/2017	Q-30-17	2	0.02	1.03
12/8/2017	EK-40-9	1	0	0.99
4/27/2017	Q-30-17	8	0.05	1.03
7/12/2017	EK-40-9	24	0.225	1.03
11/19/2017	Q-30-17	13	0.12	1.03
12/10/2017	Y-10-20	1	0	1
5/28/2017	CB-10-7	157	0.575	0.9
6/30/2017	BK-40-2	36	0.4375	0.99
3/29/2017	DS-50-8	1	0	1.03
7/27/2017	Q-30-17	2	0.02	1.03
6/22/2017	DS-50-8	9	0.05	1.03
11/13/2017	MB-30-16	125	0.575	0.96
11/21/2017	C-30-5	1	0	1.02
4/12/2017	S-30-18	1	0	0.99
6/6/2017	BK-40-2	36	0.4375	1.01
3/8/2017	JB-50-14	1	0	1.02
12/30/2017	JB-50-14	3	0.03	1.02
12/15/2017	DS-50-8	24	0.225	1.01
10/8/2017	FK-20-10	10	0.12	1.02
11/7/2017	S-30-18	11	0.12	0.99
12/14/2017	DS-50-8	1	0	1.03
12/23/2017	D-30-11	10	0.12	1.02
6/27/2017	BK-40-2	2	0.02	1.03
5/8/2017	JB-50-14	114	0.55	0.95
11/28/2017	S-30-18	36	0.4375	1.01
11/29/2017	Q-30-17	4	0.04	1.01
12/6/2017	MB-30-16	132	0.575	0.97
12/12/2017	Q-30-17	22	0.225	1.03
12/20/2017	BK-40-2	1	0	1.01
11/26/2017	CY-60-6	144	0.575	0.92
12/27/2017	MB-30-16	4	0.04	1
6/20/2017	DS-50-8	3	0.03	1.03
11/30/2017	BK-40-2	7	0.05	1.02
10/30/2017	DS-50-8	2	0.02	1.01
12/6/2017	C-30-5	2	0.02	1
2/19/2017	DS-50-8	4	0.04	1.01
12/10/2017	B-30-3	36	0.4375	1.01
12/5/2017	BK-40-2	72	0.4375	1
8/24/2017	JB-50-14	3	0.03	1.02
3/3/2017	DS-50-8	1	0	1.02
11/15/2017	BK-40-2	3	0.03	0.99
5/3/2017	MB-30-16	11	0.12	0.99
12/13/2017	CY-60-6	95	0.5	0.98
12/15/2017	FK-20-10	60	0.4375	0.95
8/23/2017	D-30-11	2	0.02	0.99
11/1/2017	Y-10-20	4	0.04	1.03
12/6/2017	MB-30-16	24	0.225	1.03
11/20/2017	EK-40-9	58	0.4375	0.98
11/26/2017	D-30-11	148	0.575	0.95
4/1/2017	S-30-18	61	0.4375	0.94
12/14/2017	CY-60-6	24	0.225	0.99
7/1/2017	CB-10-7	48	0.4375	0.99
4/27/2017	C-30-5	122	0.575	0.96
11/24/2017	BK-40-2	147	0.575	0.96
11/15/2017	A-10-1	1	0	1
4/25/2017	BK-40-2	1	0	1.02
12/1/2017	BK-40-2	96	0.5	0.99
11/30/2017	A-10-1	1	0	1.02
1/26/2017	DS-50-8	1	0	1.01
12/8/2017	D-30-11	124	0.575	0.95
7/5/2017	Q-30-17	4	0.04	1
11/21/2017	D-30-11	3	0.03	1
12/9/2017	B-30-3	10	0.12	1.01
1/9/2017	Q-30-17	72	0.4375	1.03
11/17/2017	C-30-5	156	0.575	0.96
2/9/2017	GY-60-12	54	0.4375	0.93
1/30/2017	DS-50-8	8	0.05	1.03
1/13/2017	DS-50-8	2	0.02	0.99
10/20/2017	FK-20-10	4	0.04	0.99
5/22/2017	JB-50-14	8	0.05	1.03
12/8/2017	CB-10-7	3	0.03	1.01
4/18/2017	Q-30-17	60	0.4375	0.99
11/16/2017	BK-40-2	132	0.575	0.94
12/5/2017	EK-40-9	144	0.575	0.92
8/30/2017	GY-60-12	61	0.4375	0.96
12/23/2017	DS-50-8	34	0.3225	1.01
7/6/2017	BK-40-2	60	0.4375	0.96
8/29/2017	JB-50-14	1	0	1.03
7/5/2017	A-10-1	2	0.02	1
12/23/2017	C-30-5	108	0.55	0.94
12/21/2017	GY-60-12	11	0.12	1.01
12/13/2017	EK-40-9	2	0.02	1.02
11/28/2017	EK-40-9	2	0.02	1.03
11/15/2017	MB-30-16	84	0.5	1.01
5/27/2017	BK-40-2	102	0.55	0.99
11/28/2017	C-30-5	12	0.12	1.03
7/9/2017	Y-10-20	21	0.225	1.01
4/8/2017	EK-40-9	48	0.4375	0.99
12/9/2017	CY-60-6	2	0.02	1.01
5/18/2017	JS-50-15	2	0.02	1.03
5/4/2017	Y-10-20	60	0.4375	0.98
11/4/2017	BWK-20-4	64	0.4375	0.98
11/28/2017	JB-50-14	124	0.575	0.94
12/21/2017	Q-30-17	2	0.02	1.01
12/3/2017	JB-50-14	2	0.02	1.02
6/10/2017	D-30-11	2	0.02	1.01
12/24/2017	FK-20-10	2	0.02	1.02
6/29/2017	EK-40-9	98	0.5	0.95
5/5/2017	C-30-5	4	0.04	1.01
12/31/2017	Q-30-17	104	0.55	0.95
12/17/2017	MB-30-16	138	0.575	0.94
1/19/2017	JB-50-14	9	0.05	1.01
5/5/2017	FK-20-10	6	0.05	1.01
6/25/2017	Y-10-20	3	0.03	1.02
11/12/2017	Q-30-17	1	0	1.03
12/10/2017	BK-40-2	36	0.4375	1.02
3/5/2017	MB-30-16	3	0.03	1.01
11/27/2017	EK-40-9	120	0.575	0.96
11/21/2017	C-30-5	10	0.12	1.02
12/10/2017	Q-30-17	152	0.575	0.92
5/11/2017	C-30-5	84	0.5	0.98
12/7/2017	JB-50-14	144	0.575	0.96
12/8/2017	Q-30-17	2	0.02	1.01
12/16/2017	BK-40-2	84	0.5	0.96
7/3/2017	JB-50-14	8	0.05	1.01
11/29/2017	TK-40-19	152	0.575	0.93
5/20/2017	DS-50-8	148	0.575	0.94
8/1/2017	MB-30-16	84	0.5	0.98
4/28/2017	EK-40-9	140	0.575	0.97
12/20/2017	BK-40-2	2	0.02	0.99
12/5/2017	JB-50-14	84	0.5	1.01
12/20/2017	C-30-5	144	0.575	0.92
10/13/2017	DS-50-8	3	0.03	1.01
5/3/2017	GY-60-12	2	0.02	1.01
11/26/2017	MB-30-16	125	0.575	0.97
10/19/2017	S-30-18	108	0.55	0.97
5/5/2017	Q-30-17	72	0.4375	0.97
12/23/2017	BWK-20-4	1	0	1.01
12/6/2017	D-30-11	144	0.575	0.9
11/30/2017	Q-30-17	2	0.02	1.02
11/26/2017	JB-50-14	123	0.575	0.96
12/18/2017	MB-30-16	1	0	0.99
3/29/2017	D-30-11	132	0.575	0.95
11/14/2017	Y-10-20	84	0.5	0.98
12/12/2017	JB-50-14	12	0.12	1.03
6/26/2017	CY-60-6	60	0.4375	0.95
12/1/2017	D-30-11	53	0.4375	0.99
11/30/2017	S-30-18	132	0.575	0.92
11/13/2017	BK-40-2	1	0	1
9/24/2017	Y-10-20	123	0.575	0.91
10/25/2017	JB-50-14	9	0.05	0.99
6/5/2017	MB-30-16	120	0.575	0.95
8/24/2017	JB-50-14	1	0	1.02
4/13/2017	TK-40-19	1	0	1
10/31/2017	MB-30-16	2	0.02	1.03
6/21/2017	DS-50-8	2	0.02	1.01
4/21/2017	TK-40-19	6	0.05	0.99
7/30/2017	Q-30-17	2	0.02	1.01
12/23/2017	EK-40-9	10	0.12	1
11/22/2017	JS-50-15	2	0.02	1.01
12/14/2017	EK-40-9	8	0.05	0.99
12/1/2017	GY-60-12	1	0	1.02
5/16/2017	BK-40-2	1	0	1
4/27/2017	CB-10-7	96	0.5	0.99
2/5/2017	C-30-5	60	0.4375	1.01
7/15/2017	JS-50-15	144	0.575	0.91
4/27/2017	JB-50-14	4	0.04	1.01
12/2/2017	S-30-18	2	0.02	1
2/2/2017	Q-30-17	11	0.12	1
12/1/2017	TK-40-19	2	0.02	1.03
11/25/2017	S-30-18	27	0.3225	0.97
12/14/2017	C-30-5	108	0.55	0.97
12/5/2017	Q-30-17	7	0.05	1.03
12/5/2017	JB-50-14	12	0.12	1
7/16/2017	JB-50-14	3	0.03	0.99
12/2/2017	D-30-11	60	0.4375	0.97
11/16/2017	A-10-1	12	0.12	1.01
8/7/2017	GY-60-13	48	0.4375	1.02
4/5/2017	JB-50-14	10	0.12	1
12/19/2017	FK-20-10	3	0.03	1.03
4/20/2017	MB-30-16	154	0.575	0.96
12/19/2017	C-30-5	130	0.575	0.95
12/2/2017	C-30-5	1	0	1.01
8/16/2017	JB-50-14	2	0.02	1
4/4/2017	TK-40-19	10	0.12	1
4/23/2017	GY-60-13	138	0.575	0.98
11/30/2017	BK-40-2	12	0.12	1.02
2/21/2017	D-30-11	71	0.4375	0.98
12/30/2017	EK-40-9	11	0.12	1.02
11/18/2017	Y-10-20	2	0.02	1.02
8/30/2017	TK-40-19	122	0.575	0.95
6/9/2017	JB-50-14	1	0	1.02
10/18/2017	D-30-11	120	0.575	0.96
12/6/2017	BK-40-2	144	0.575	0.94
6/27/2017	GY-60-13	35	0.4375	0.98
12/3/2017	Y-10-20	3	0.03	1.03
5/15/2017	MB-30-16	9	0.05	1.02
12/19/2017	MB-30-16	132	0.575	0.97
12/3/2017	JB-50-14	1	0	1.01
7/8/2017	MB-30-16	114	0.55	0.97
2/18/2017	JB-50-14	7	0.05	0.99
1/21/2017	MB-30-16	1	0	1
12/13/2017	JB-50-14	48	0.4375	0.98
6/2/2017	DS-50-8	2	0.02	1
12/16/2017	CB-10-7	120	0.575	0.94
7/19/2017	GY-60-12	141	0.575	0.94
12/2/2017	S-30-18	13	0.12	1.02
12/12/2017	S-30-18	144	0.575	0.93
5/26/2017	JB-50-14	4	0.04	1.01
6/1/2017	JB-50-14	144	0.575	0.95
4/2/2017	Q-30-17	99	0.5	0.99
12/24/2017	C-30-5	92	0.5	0.98
12/2/2017	BK-40-2	144	0.575	0.92
12/27/2017	A-10-1	9	0.05	1
12/9/2017	FK-20-10	1	0	1.02
7/10/2017	BWK-20-4	72	0.4375	0.97
4/22/2017	D-30-11	68	0.4375	1
12/19/2017	DS-50-8	4	0.04	1.02
12/3/2017	JS-50-15	63	0.4375	1
6/29/2017	Q-30-17	3	0.03	1
12/11/2017	JB-50-14	12	0.12	0.99
6/17/2017	TK-40-19	42	0.4375	0.99
5/21/2017	DS-50-8	4	0.04	1.03
7/30/2017	CY-60-6	60	0.4375	1.01
12/8/2017	JB-50-14	9	0.05	1.02
9/25/2017	FK-20-10	7	0.05	1.01
7/26/2017	Y-10-20	24	0.225	1.02
4/7/2017	EK-40-9	9	0.05	1.03
3/20/2017	DS-50-8	2	0.02	1.03
5/17/2017	MB-30-16	12	0.12	1.01
12/13/2017	S-30-18	2	0.02	1.03
12/13/2017	DS-50-8	10	0.12	1.03
8/24/2017	S-30-18	9	0.05	0.99
4/27/2017	A-10-1	1	0	0.99
7/10/2017	C-30-5	1	0	0.99
6/5/2017	JB-50-14	2	0.02	1.02
11/28/2017	DS-50-8	3	0.03	0.99
5/1/2017	C-30-5	4	0.04	1.01
6/6/2017	MB-30-16	1	0	1.03
6/6/2017	S-30-18	7	0.05	1.01
4/29/2017	B-30-3	72	0.4375	0.94
12/13/2017	JB-50-14	55	0.4375	0.98
11/30/2017	BK-40-2	2	0.02	0.99
12/2/2017	DS-50-8	113	0.55	0.96
2/16/2017	BK-40-2	4	0.04	1.02
11/16/2017	JB-50-14	126	0.575	0.97
11/20/2017	DS-50-8	144	0.575	0.9
9/2/2017	Y-10-20	12	0.12	1.02
10/30/2017	D-30-11	2	0.02	1.01
12/19/2017	Y-10-20	7	0.05	1.01
11/29/2017	MB-30-16	52	0.4375	0.99
2/7/2017	JB-50-14	60	0.4375	0.96
12/18/2017	D-30-11	72	0.4375	1.02
8/24/2017	GY-60-12	11	0.12	1.02
11/26/2017	BK-40-2	11	0.12	0.99
11/15/2017	MB-30-16	13	0.12	1.03
12/3/2017	D-30-11	106	0.55	0.97
12/21/2017	GY-60-13	60	0.4375	0.98
